,reference_code,pmid,doi,comment,Language,Volume,Issue,Page,Journal,Abstract,Date,Authors
972,92KER/KER,,10.1016/0167-4838(92)90131-V,,-,-,-,-,-,-,-,-
973,92KIM/KIN,,10.1152/ajpendo.1992.262.3.E344,,-,-,-,-,-,-,-,-
974,92KIT/SAS,,10.1271/bbb.56.652,,-,-,-,-,-,-,-,-
975,92KRA,,,,-,-,-,-,-,-,-,-
976,92LEE/HAN,,,,-,-,-,-,-,-,-,-
977,92LOR/TRA,,10.1016/B978-0-444-89046-7.50076-X,,-,-,-,-,-,-,-,-
978,92QAM/YOO,1327136.0,10.1021/bi00156a018,,['eng'],31,41,9986-92,Biochemistry,"In order to define the overall kinetic mechanism of adenosine 3',5'-monophosphate dependent protein kinase catalytic subunit and also to elaborate the kinetic mechanism in the direction of peptide phosphorylation, we have determined its kinetic mechanism in the direction of MgADP phosphorylation. Studies of initial velocity as a function of uncomplexed Mg2+ (Mgf) in the absence and presence of dead-end inhibitors were used to define the kinetic mechanism. Data are consistent with the overall kinetic mechanism in the direction of MgADP phosphorylation being random with both the pathways allowed, i.e., the pathway in which MgADP binds to the enzyme prior to phosphorylated peptide and the pathway in which phosphorylated peptide binds to enzyme prior to MgADP. In addition, depending on the concentration of Mgf, one or the other pathway predominates. At low (0.5 mM) Mgf, the mechanism is steady-state ordered with the pathway in which phosphorylated peptide binds first being preferred; at high (10 mM) Mgf, the kinetic mechanism is equilibrium ordered, and the pathway in which MgADP binds first is preferred. This change in mechanism to equilibrium ordered at higher concentration of Mgf is due to an increase in affinity of the enzyme for MgADP and a decrease in affinity for the phosphorylated peptide. The Haldane relationship gives a Keq of 2 +/- 1 x 10(3) at pH 7.2, in agreement with the values obtained from 31P NMR (1.6 +/- 0.8 x 10(3)) and direct determination of reactant concentrations at equilibrium (3.5 +/- 0.6 x 10(3)).",Oct 1992,"R Qamar, M Y Yoon, P F Cook"
979,92REK/TIS,,,,-,-,-,-,-,-,-,-
980,92TEA/DOB,1629208.0,10.1016/S0021-9258(19)49682-8,,['eng'],267,20,14084-93,The Journal of biological chemistry,"The effect of temperature on the apparent equilibrium constant of creatine kinase (ATP:creatine N-phosphotransferase (EC 2.7.3.2)) was determined. At equilibrium the apparent K' for the biochemical reaction was defined as [formula: see text] The symbol sigma denotes the sum of all the ionic and metal complex species of the reactant components in M. The K' at pH 7.0, 1.0 mM free Mg2+, and ionic strength of 0.25 M at experimental conditions was 177 +/- 7.0, 217 +/- 11, 255 +/- 10, and 307 +/- 13 (n = 8) at 38, 25, 15, and 5 degrees C, respectively. The standard apparent enthalpy or heat of the reaction at the specified conditions (delta H' degree) was calculated from a van't Hoff plot of log10K' versus 1/T, and found to be -11.93 kJ mol-1 (-2852 cal mol-1) in the direction of ATP formation. The corresponding standard apparent entropy of the reaction (delta S' degree) was +4.70 J K-1 mol-1. The linear function (r2 = 0.99) between log10 K' and 1/K demonstrates that both delta H' degree and delta S' degree are independent of temperature for the creatine kinase reaction, and that delta Cp' degree, the standard apparent heat capacity of products minus reactants in their standard states, is negligible between 5 and 38 degrees C. We further show from our data that the sign and magnitude of the standard apparent Gibbs energy (delta G' degree) of the creatine kinase reaction was comprised mostly of the enthalpy of the reaction, with 11% coming from the entropy T delta S' degree term. The thermodynamic quantities for the following two reference reactions of creatine kinase were also determined. [formula: see text] The delta H degree for Reaction 2 was -16.73 kJ mol-1 (-3998 cal mol-1) and for Reaction 3 was -23.23 kJ mol-1 (-5552 cal mol-1) over the temperature range 5-38 degrees C. The corresponding delta S degree values for the reactions were +110.43 and +83.49 J K-1 mol-1, respectively. Using the delta H' degree of -11.93 kJ mol-1, and one K' value at one temperature, a second K' at a second temperature can be calculated, thus permitting bioenergetic investigations of organs and tissues using the creatine kinase equilibria over the entire physiological temperature range.",Jul 1992,"W E Teague, G P Dobson"
981,92WAN/CHE,1633258.0,10.1016/0301-4622(92)80041-3,,['eng'],43,1,51-9,Biophysical chemistry,"The activity of acetylcholinesterase (AChE) in acetylcholine receptor (AChR)-enriched membrane vesicles isolated from electric organ of Torpedo californica exhibited a biphasic response to ethanol action. Below an ethanol concentration of 35 mM, AChE activity increased with increasing concentration of ethanol. At ethanol concentrations greater than 35 mM, the activity was found to decrease montonically. In contrast, ethanol (35-400 mM) increased the activity of soluble AChE. This biphasic behavior was consistent with the proposed important role of ethanol-membrane interaction. Microcalorimetric measurements revealed that the enthalpy change in acetylcholine (ACh) hydrolysis reaction was 586 J/mol in association with membrane-bound AChE in AChR-enriched membrane vesicles, as compared to -544 J/mol with the isolated soluble AChE. This discrepancy was attributed to the presence of membranes. Unlike its action on the enzyme activity, ethanol did not affect enthalpy change in ACh hydrolysis reaction catalyzed by either membrane-bound or soluble AChE. Comparison of results on activity and heat measurements suggested that the interaction of ethanol with membrane vesicles was nonspecific with no ethanol-induced membrane structural or conformational change.",May 1992,"Y Wang, C H Chen"
982,92WED/LEY,8444866.0,10.1016/S0021-9258(18)53478-5,,['eng'],268,7,4880-8,The Journal of biological chemistry,"Isotope exchange kinetics at chemical equilibrium were used to probe the mechanisms of substrate binding and regulatory behavior of homoserine dehydrogenase-I from Escherichia coli. At pH 9.0, 37 degrees C, Keq = 100 (+/- 20) for the catalyzed reaction: L-aspartate-beta-semialdehyde + NADPH + H+ = L-homoserine + NADP+. Saturation curves for the exchange reactions, [14C]L-homoserine <--> L-aspartate-beta-semialdehyde and [3H]NADP+ <--> NADPH were observed as a function of different reactant-product pairs, varied in constant ratio at equilibrium. The NADP+ <--> NADPH exchange rate was inhibited upon variation of pairs involving L-aspartate-beta-semialdehyde and L-homoserine, consistent with preferred order random binding of cofactors before amino acids. Optimal rate constants, derived by simulations of equilibrium isotope exchange kinetics data with the ISOBI program, indicate faster dissociation of amino acids than cofactors from the central complexes but nearly equal rates for association of cofactors and amino acids to free enzyme. Rate limitation of net turnover in both directions is determined by dissociation of cofactor from the E-cofactor complex. The allosteric modifier, L-threonine, produces distinctive perturbations of the saturation curves for isotope exchange, which were analyzed systematically with the ISOBI program. The best fit to the data was obtained by L-threonine inhibiting catalysis between the central complexes without altering substrate association-dissociation rates. Simulations also showed that rate-limiting catalysis suppresses the kinetic inhibition effects that are characteristic of preferred order substrate binding, producing patterns typical for a (rapid equilibrium) random kinetic scheme.",Mar 1993,"F C Wedler, B W Ley"
983,92WED/LEY1,1547269.0,10.1016/0167-4838(92)90209-V,,['eng'],1119,3,247-9,Biochimica et biophysica acta,"Isotope exchange kinetics at chemical equilibrium have been used to investigate the kinetic mechanism of homoserine dehydrogenase (EC 1.1.1.3) of the (Thr-sensitive) aspartokinase/homoserine dehydrogenase-I multifunctional enzyme from E. coli. For the reaction (L-ASA + NADPH + H+ = L-Hse + NADP+), at pH 9.0, 37 degrees C, Keq = 100 (+/- 20). Under these conditions, the rate for exchange of [14C]-L-homoserine (Hse) in equilibrium L-aspartate-beta-semialdehyde (ASA) is nearly twice that for the [3H]-NADP+ in equilibrium NADPH exchange. This indicates that covalent interconversion between reactants and products bound in the active site cannot be rate-limiting. Upon variation of the concentrations of all four substrates in constant ratio at equilibrium (to minimize dead-end complex formation), the Hse in equilibrium ASA exchange increased smoothly toward a maximum. In contrast, the NADP+ in equilibrium NADPH exchange rate increased to a maximum value at partial saturation, then decreased to approximately half the maximum rate. These data are consistent with a preferred-order random kinetic mechanism in which the dominant pathway involves association of NADPH prior to L-ASA and dissociation of L-Hse prior to NADP+.",Mar 1992,"F C Wedler, B W Ley, S L Shames, S J Rembish, D L Kushmaul"
984,92XIA/XUE,,,,-,-,-,-,-,-,-,-
985,93AND/BUL,8366124.0,10.1016/S0021-9258(19)36592-5,,['eng'],268,26,19858-65,The Journal of biological chemistry,"UDP-N-acetylglucosamine acyltransferase of Escherichia coli catalyzes the reaction, UDP-GlcNAc + R-3-hydroxymyristoyl-ACP--> UDP-3-O-(R-3-hydroxymyristoyl)-GlcNAc + ACP. Using Matrex Gel Green A and heparin-agarose, we have purified the enzyme to near homogeneity from a strain that overproduces it 474-fold. The subunit molecular mass determined by SDS-gel electrophoresis is approximately 30 kDa, consistent with results of previous radiolabeling experiments in mini-cells. The amino-terminal sequence (Met-Ile-Asp-Lys-Ser-Ala-Phe-Val-His-Pro) and the amino acid composition of the purified protein are consistent with DNA sequencing (Coleman, J., and Raetz, C. R. H. (1988) J. Bacteriol. 170, 1268-1274). At saturating concentrations of the second substrate, the apparent Km values for UDP-GlcNAc and R-3-hydroxymyristoyl-ACP are 99 and 1.6 microM, respectively. There is an absolute requirement for the R-3-hydroxy moiety of the fatty acyl-ACP substrate; myristoyl-ACP binds effectively (IC50 = 2 microM) but is inactive (< 0.01%) as an alternate substrate. The most remarkable feature of the reaction is its unfavorable equilibrium constant, Keq approximately equal to 0.01, which is not predicted by model S-->O acyl transfer reactions. Thus, although UDP-GlcNAc acyltransferase catalyzes the first unique step of lipid A biosynthesis, it is the second enzyme (the deacetylase) that commits the substrates to this pathway. The specific activity of the deacetylase is elevated approximately 5-fold when lipid A synthesis is inhibited.",Sep 1993,"M S Anderson, H G Bull, S M Galloway, T M Kelly, S Mohan, K Radika, C R Raetz"
986,93BES/REB,8503876.0,10.1042/bj2920425,,['eng'],292 ( Pt 2),Pt 2,425-30,The Biochemical journal,"Plant tissues contain highly conjugated forms of folate. Despite this, the ability of plant folate-dependent enzymes to utilize tetrahydrofolate polyglutamates has not been examined in detail. In leaf mitochondria, the glycine-cleavage system and serine hydroxymethyltransferase, present in large amounts in the matrix space and involved in the photorespiratory cycle, necessitate the presence of tetrahydrofolate as a cofactor. The aim of the present work was to determine whether glutamate chain length (one to six glutamate residues) influenced the affinity constant for tetrahydrofolate and the maximal velocities displayed by these two enzymes. The results show that the affinity constant decreased by at least one order of magnitude when the tetrahydrofolate substrate contained three or more glutamate residues. In contrast, maximal velocities were not altered in the presence of these substrates. These results are consistent with analyses of mitochondrial folates which revealed a pool of polyglutamates dominated by tetra and pentaglutamates. The equilibrium constant of the serine hydroxymethyltransferase suggests that, during photorespiration, the reaction must be permanently pushed toward the formation of serine (the unfavourable direction) to allow the recycling of tetrahydrofolate necessary for the operation of the glycine decarboxylase T-protein.",Jun 1993,"V Besson, F Rebeille, M Neuburger, R Douce, E A Cossins"
987,93BLI/MAR,,10.1016/0141-0229(93)90173-Y,,-,-,-,-,-,-,-,-
988,93BOH/HUT,,10.1016/0040-6031(93)85092-N,,-,-,-,-,-,-,-,-
989,93GOL/TEW,,10.1063/1.555939,,-,-,-,-,-,-,-,-
990,93HUT/BOH,,10.1016/0040-6031(93)80327-7,,-,-,-,-,-,-,-,-
991,93JAN/PAD,18613144.0,10.1002/bit.260420806,,['eng'],42,8,953-62,Biotechnology and bioengineering,"The lipase-catalyzed acylglycerol synthesis with fatty acids of different chain length is studied. Measured ester mole fractions at equilibrium are compared with calculated mole fractions. For these calculations the computer program TREP (Two-phase Reaction Equilibrium Prediction) is used. This program is based on the UNIFAC group contribution method and is developed for nondilute two-phase reaction systems.With one set of equilibrium constants, namely 1.3, 0.8, and 0.6 for monoester, diester, and triester synthesis, respectively, the equilibrium position of the reaction between glycerol and all saturated fatty acids with a chain length from 6 to 18 and oleic acid (cis-9-octadecenoic acid) can be calculated. Deviations, expressed as the ratio between calculated and measured ester mole fractions, usually were between 0.7 and 1.2. In the presence of solvents, the deviations of the monoester mole fractions were higher and rose up to 3. Without addition of a solvent, the ester mole fractions at equilibrium are dependent on the fatty acid chain length. With the short-chain hexanoic acid, the monoester mole fraction is the highest ester mole fraction, while for the long-chain oleic acid, the diester mole fraction is the highest one. The ester mole fractions become independent on the chain length of the fatty acid with a solvent added in a sufficient high concentration. Both reactions, with saturated and unsaturated C(18) fatty acids, lead to the same equilibrium position. The program TREP is found to make good predictions of the equilibrium amounts of ester and fatty acid. However, systematic deviations arise between measured and calculated amounts of water and glycerol in the organic phase. The calculated water and glycerol amounts are always lower than the measured ones. These deviations seem to be highest in nonpolar media and are probably due to deficiencies in the UNIFAC calculation method. Some preliminary experiments show the effect of the choice of solvent on the reaction rates. In polar solvents, the monoester production rate is enhances by a factor of 1.5 as compared to the reaction rate in a system without solvent.",Oct 1993,"A E Janssen, A Van der Padt, K V Riet"
992,93LAR/TEW,,10.1006/jcht.1993.1009,,-,-,-,-,-,-,-,-
993,93MOC/STR,,10.1016/S0031-9422(00)95139-2,,-,-,-,-,-,-,-,-
994,93SHI/CHE,8381432.0,10.1016/S0021-9258(18)53720-0,,['eng'],268,5,3487-93,The Journal of biological chemistry,"Investigation on the biochemical isomerization of ibuprofen led us to the successful purification of ""2-arylpropionyl-CoA epimerase"" from rat liver cytosol and mitochondria. The purified enzymes from both subcellular fractions exhibit similar physical and catalytic properties and are distinctly different from rat liver methylmalonyl-CoA epimerase. Both are monomeric proteins with an apparent molecular mass of 42 kDa and show similar contents of most amino acids. Their UV spectra gave no indication of any bound cofactors, and their enzyme activities were not affected by exposure to EDTA or metal ions (except Cu2+). These results suggest that the cytosolic and mitochondrial epimerases may be structurally related. The purified enzymes catalyze the epimerization of various 2-arylpropionyl-CoAs with some degree of stereochemical differentiation. For 2-(4-isobutylphenyl)propionyl-CoA, the equilibrium constant was estimated to be 1.5 in favor of the R-isomer. Evidence indicated that the proton exchange may be mediated by a 2-base mechanism and that a carboxylic residue in the active site may serve as a general base for proton abstraction.",Feb 1993,"W R Shieh, C S Chen"
995,93TEW/KIS,,10.1006/jcht.1993.1028,,-,-,-,-,-,-,-,-
996,93VIN/GRU,7503993.0,10.1016/S0021-9258(19)74485-8,,['eng'],268,34,26004-10,The Journal of biological chemistry,"The pncB gene of Salmonella typhimurium was used to develop an overexpression system for nicotinate phosphoribosyltransferase (NAPRTase, EC 2.4.2.11), which forms nicotinate mononucleotide (NAMN) and PPi from nicotinate and alpha-D-5-phosphoribosyl-1-pyrophosphate (PRPP). NAPRTase hydrolyzes ATP in 1:1 molar stoichiometry to NAMN synthesis. Hydrolysis of ATP alters the ratio of products/substrates for the reaction nicotinate + PRPP <--> NAMN + PPi from its equilibrium value of 0.67 to a steady-state value of 1100. The energy for the maintenance of this ratio must come from ATP hydrolysis. However, in contrast to other ATP-utilizing enzymes, when all ATP is hydrolyzed the unfavorable product/substrate ratio collapses. ATP/ADP exchange results suggest that the overall reaction involves a phosphoenzyme (E-P) arising from E.ATP. Km values for nicotinate and PRPP each decreased by 200-fold when ATP was present to phosphorylate the enzyme. PPi stimulated the ATPase activity of the enzyme to Vmax values, suggesting that PPi formation during catalysis provides a trigger for cleavage of the putative E-P in the overall reaction and regenerates the low affinity form of the enzyme. A model is presented in which alternation of high and low affinity forms of NAPRTase provides a ""steady-state"" coupling between ATP hydrolysis and NAMN formation.",Dec 1993,"A Vinitsky, C Grubmeyer"
997,93WER/TWE,16349034.0,10.1128/aem.59.9.2823-2829.1993,,['eng'],59,9,2823-9,Applied and environmental microbiology,"Maleate hydratase (malease) from Pseudomonas pseudoalcaligenes has been purified. The purified enzyme (98% pure) catalyzes the stereospecific addition of water to maleate and citraconate (2-methylmaleate), forming d-(+)-malate and d-(+)-citramalate, respectively. 2,3-Dimethylmaleate was also a substrate for malease. The stability of the enzyme was dependent on the protein concentration and the addition of dicarboxylic acids. The purified enzyme (89 kDa) consisted of two subunits (57 and 24 kDa). No cofactor was required for full activity of this colorless enzyme. Maximum enzyme activity was measured at pH 8 and 45 degrees C. The K(m) for maleate was 0.35 mM, and that for citraconate was 0.20 mM. Thiol reagents, such as p-chloromercuribenzoate and iodoacetamide, and sodium dodecyl sulfate completely inhibited malease activity. Malease activity was competitively inhibited by d-malate (K(i) = 0.63 mM) and d-citramalate (K(i) = 0.083 mM) and by the substrate analog 2,2-dimethylsuccinate (K(i) = 0.025 mM). The apparent equilibrium constants for the maleate, citraconate, and 2,3-dimethylmaleate hydration reactions were 2,050, 104, and 11.2, respectively.",Sep 1993,"M J van der Werf, W J van den Tweel, S Hartmans"
998,93WER/TWE2,8223624.0,10.1111/j.1432-1033.1993.tb18332.x,,['eng'],217,3,1011-7,European journal of biochemistry,"Malease from Pseudomonas pseudoalcaligenes catalyses the hydration of both maleate and citraconate to D-malate and D-citramalate, respectively. The Kapp for these hydration reactions were 2050 and 104, respectively, under standard biochemical conditions (25 degrees C, pH 7.0, I = 0.1). The influence of the pH (6.0-8.5) on Kapp was determined. The Gibbs-free-energy changes under standard biochemical conditions for the hydration of the dianionic acids were calculated to be -19.28 kJ.mol-1 and -11.65 kJ.mol-1, respectively. From the obtained data together with data from the literature, the Gibbs free energy of formation of maleate2- and citraconate2- were calculated to be -588.91 kJ.mol-1 and -600.56 kJ.mol-1, respectively. The influence of the temperature (10-40 degrees C) on Kapp was determined for both hydration reactions. The enthalpy change (delta H degrees') and entropy change (delta S degrees') under standard biochemical conditions for the maleate2- (delta H degrees' = 18.07 kJ.mol-1, delta S degrees' = 2.94 J.mol-1 x K-1) and citraconate2- (delta H degrees' = -22.55 kJ.mol-1, delta S degrees' = -35.92 kJ.mol-1 x K-1) hydration reactions were calculated. The reaction rate of malease from Ps. pseudoalcaligenes was studied for both hydration reactions as a function of temperature. From these studies, the Gibbs free energies of activation for the maleate and citraconate hydration reactions catalysed by malease from Ps. pseudoalcaligenes were calculated to be 62.21 kJ.mol-1 and 63.43 kJ.mol-1, respectively.",Nov 1993,"M J van der Werf, W J van den Tweel, S Hartmans"
999,93WIL/TOO,,10.1021/jo00065a010,,-,-,-,-,-,-,-,-
1000,94CHI/KIR,,10.1016/0167-4838(94)90006-X,,-,-,-,-,-,-,-,-
1001,94KIS/TEW,8155816.0,10.1016/0301-4622(93)e0067-f,,['eng'],49,2,163-74,Biophysical chemistry,"Apparent equilibrium constants and calorimetric enthalpies of reaction have been measured for the beta-lactamase catalyzed hydrolysis of penicillin G(aq) and ampicillin(aq) to penicillinoic acid(aq) and to ampicillinoic acid(aq), respectively. High-pressure liquid-chromatography and microcalorimetry were used to perform these measurements. The results for the reference reactions at T = 298.15 K and Im = 0 are: Ko = (9.4 +/- 3.1) x 10(-7), delta rGo = (34.4 +/- 1.0)kJ mol-1, delta rHo = -(73.7 +/- 0.4)kJ mol-1, and delta rSo = -(363 +/- 4) J K-1 mol-1 for penicillin G-(aq) + H2O(1) = penicillinoic acid2-(aq) + H+(aq); Ko = (6.0 +/- 3.0) x 10(-6), delta rGo = (29.8 +/- 1.7) kJ mol-1, delta rHo = -(70.0 +/- 7.5) kJ mol-1, and delta rSo = -(335 +/- 26) J K-1 mol-1 for ampicillin-(aq)+ H2O(1) = ampicillinoic acid2-(aq)+H+(aq). Calorimetric enthalpies of reaction for the beta-lactamase catalyzed hydrolysis of cephalosporin C have also been measured but the reaction products have not been identified and the measured enthalpies cannot be assigned to a specific reaction. Acidity constants for ampicillin, penicillin G, ampicillinoic acid, and penicillinoic acid are also reported. A strain energy of 116 kJ mol-1 for the beta-lactam ring is obtained from thermochemical data.",Mar 1994,"N Kishore, Y B Tewari, W T Yap, R N Goldberg"
1002,94LEU/COO,8117730.0,10.1021/bi00175a040,,['eng'],33,9,2667-71,Biochemistry,"Serine transacetylase from Salmonella typhimurium was purified to near homogeneity. A complete initial velocity study in both reaction directions suggests that the enzyme catalyzes the conversion of acetyl CoA and L-serine to O-acetyl-L-serine (OAS) and coenzyme A (CoASH) by a ping pong bi bi kinetic mechanism. Initial velocity patterns in the absence of added inhibitors in both directions are best described by a series of parallel lines. Product inhibition by OAS is competitive with respect to acetyl CoA and noncompetitive with respect to L-serine, while product inhibition by L-serine is competitive against CoASH and noncompetitive against OAS. Glycine and S-methyl-L-cysteine (SMC) were used as dead-end analogs of L-serine and OAS, respectively. Glycine is competitive against L-serine, and uncompetitive against acetyl CoA, while SMC is competitive against OAS and uncompetitive against CoASH. All of the above inhibition patterns are consistent with those predicted for a single site ping pong bi bi kinetic mechanism. The equilibrium constant for the transacetylase reaction is 15 in the direction of serine acetylation. The constant was measured by monitoring the change in CoASH concentration obtained for reactions in which the ratio of acetyl CoA/CoASH was constant and the ratio of OAS/serine was varied. The Keq calculated from the Haldane relationship is in good agreement with the value obtained by direct measurement.",Mar 1994,"L S Leu, P F Cook"
1003,94NOE/COL,,10.1016/S0885-5765(05)80059-1,,-,-,-,-,-,-,-,-
1004,94REK/SCH,,10.1021/j100066a032,,-,-,-,-,-,-,-,-
1005,94TEW/GOL,,10.1007/BF00973544,,-,-,-,-,-,-,-,-
1006,95BIS/KRA,,10.1002/9783527619429.ch4,,-,-,-,-,-,-,-,-
1007,95CHE/ARM,,10.1021/tx00046a012,,-,-,-,-,-,-,-,-
1008,95GOL/TEW,,10.1063/1.555969,,-,-,-,-,-,-,-,-
1009,95HUT/BOH,,10.1016/0040-6031(94)01957-I,,-,-,-,-,-,-,-,-
1010,95JUS/KOT,,10.1016/0040-6031(95)90714-9,,-,-,-,-,-,-,-,-
1011,95KAM/JUR,,10.1007/BF00301478,,-,-,-,-,-,-,-,-
1012,95KOZ/TOM,,10.1021/ja00113a002,,-,-,-,-,-,-,-,-
1013,95LEE/WAL,,10.1021/ja00133a006,,-,-,-,-,-,-,-,-
1014,95LIA/WAN,,,,-,-,-,-,-,-,-,-
1015,95LIA/WAN2,,10.1016/0040-6031(95)02513-8,,-,-,-,-,-,-,-,-
1016,95LIU/ZEN,,10.1016/0040-6031(94)02080-8,,-,-,-,-,-,-,-,-
1017,95PEL/MAC,7548019.0,10.1021/bi00039a025,,['eng'],34,39,12673-80,Biochemistry,"The bifunctional dehydrogenase/cyclohydrolase domain of the human NADP-dependent trifunctional methyleneH4folate dehydrogenase/methenylH4folate cyclohydrolase/formylH4folate synthetase (H4folate = tetrahydrofolate) catalyzes two sequential reactions involved in the interconversion of H4folate derivatives. We have established by equilibrium dialysis that a single H4folate-binding site exists per monomer of the dimeric domain and that the presence of nucleotides has two unexpected effects on H4folate substrate binding. Nucleotides containing a 5'-phosphate cause positive cooperativity in the binding of methyleneH4folate but not of 10-formylH4folate, and NADP increases the affinity for 10-formylH4folate by a factor of 25. The results indicate that dinucleotide preferentially binds before 10-formylH4folate in the reverse cyclohydrolase reaction, and this mechanism increases the efficiency of conversion of 10-formylH4folate to methyleneH4folate. We report new kinetic data that are also consistent with a steady-state random mechanism for this enzyme. To assess whether the enzyme functions at equilibrium in vivo, we determined the overall chemical equilibrium constant of Keq = 16 for ([10- formylH4folate][NADPH])/([methyleneH4folate][NADP]). Using this value and reported ratios of free dinucleotides and folate derivatives in vivo, we estimate that the cytosolic dehydrogenase/cyclohydrolase reactions exist near the equilibrium position. However, the NAD-dependent dehydrogenase/cyclohydrolase reactions in mitochondria are far from equilibrium and are poised toward 10-formylH4folate synthesis. The results of the binding and kinetic studies indicate that the bifunctional nature of the methyleneH4folate dehydrogenase/methenylH4folate cyclohdrolase domain is designed to optimize the overall reverse reactions in vivo.",Oct 1995,"J N Pelletier, R E MacKenzie"
1018,95SCH/TRA,7827041.0,10.1021/bi00003a016,,['eng'],34,3,824-32,Biochemistry,"The structure of the key glycolytic enzyme 3-phosphoglycerate kinase (PGK) is known in detail, but there is little information on its reaction pathway. We have studied its equilibrium and transient kinetics in the direction of 1,3-bisphosphoglycerate (1,3-bis-P-glycerate) production: ATP + 3-P-glycerate<==>ADP + 1,3-bis-P-glycerate. We devised a sensitive method for following this production. PGK is mixed with 3-P-glycerate and [gamma-32P]ATP in a rapid flow quench apparatus. The reaction mixtures are aged for 4 ms or more and then quenched in acid in which any [1-32P]-1,3-P-glycerate decomposes to 3-P-glycerate and 32Pi, which is determined specifically. The Pi reflects accurately the 1,3-bis-P-glycerate in the original reaction mixture, and the kcat obtained is identical to that obtained by the conventional linked assay method with glyceraldehyde-3-phosphate dehydrogenase. This does not support the postulate of a rapid direct transfer of the 1,3-bis-P-glycerate between the kinase and the dehydrogenase [Srivastava, D. K., & Bernhard, S. A. (1986) Science 234, 1081-1086]. We fitted our data to a simple scheme with the formation of binary complexes, the interconversion of substrates to products via ternary complexes, and the release of products. Because of the high turnover of PGK, the work was carried out under cryoenzymic conditions with 40% ethylene glycol in the buffer. The glycol decreased kcat from 80 to 8.5 s-1 (pH 7.5, 4 degrees C), but the Km for 3-P-glycerate and ATP and the equilibrium constants in the scheme were little affected. We carried out two types of experiment.(ABSTRACT TRUNCATED AT 250 WORDS)",Jan 1995,"P P Schmidt, F Travers, T Barman"
1019,95TEW/SCH,,10.1021/j100005a034,,-,-,-,-,-,-,-,-
1020,95WIS/KUS,7759484.0,10.1074/jbc.270.21.12428,,['eng'],270,21,12428-38,The Journal of biological chemistry,"The hypothesis tested was whether creatine kinase (CK) equilibrates with its substrates and products in the cytosol as if in solution. We used the creatine analogs cyclocreatine (cCr) or beta-guanidopropionate (beta GPA) to test if mass action ratios (gamma) for CK in muscle could be predicted from combined equilibrium constants (Kcomb) measured in solutions mimicking the intracellular environment. Mice were fed cCr or beta GPA and their muscles assayed for substrates and products of the CK reaction by 31P NMR spectroscopy and high performance liquid chromatography. After three weeks of feeding, gamma was indistinguishable from Kcomb in cCr-treated muscles demonstrating both PCr/Cr and phospho-analog/analog must have equilibrated with a constant and uniform cellular ATP/ADP ratio. In beta GPA-treated muscles, gamma was smaller than Kcomb due to a higher content of muscle beta GPA. Feeding beta GPA for 9-12 weeks resulted in a closer agreement between Kcomb and gamma, suggesting ATP/ADP ratios are not uniform within the muscle perhaps due to transient metabolic stress in some cells. From this analysis it follows that calculation of free ADP from the CK equilibrium for a heterogeneous population of cells with respect to total Cr and ATP content is correct only if chemical potentials of these cells are uniform.",May 1995,"R W Wiseman, M J Kushmerick"
1021,96ARA/RUZ,8639492.0,10.1021/bi952983w,,['eng'],35,11,3426-8,Biochemistry,"The reversible reaction of UDP-glucose with imidazole (Im) to produce uridine 5'-phoshoimidazolate (UMPIm) and glucose-1-P is catalyzed by UDP-hexose synthase, which is the mutant H166G of hexose-1-P uridylyltransferase (EC 2.7.7.12) [Kim, J., Ruzicka, F.J., & Frey, P.A. (1990) Biochemistry 29, 10590-10593]. The availability of UDP-hexose synthase allows the equilibrium constant for the reaction UDP-glucose + Im = UMPIm + glucose-1-P to be measured, and it is found to be 2.2 x 10(-2) at pH 8.5 and 27 degrees C. At pH 7.0 and 27 degrees C the equilibrium constant is 6.4 x 10(-4). The equilibrium constant for the formation of the covalent uridylyl-enzyme intermediate of hexose-1-P uridylyltransferase (E-His(166) + UDP-glucose = E-His(166)-UMP + glucose-1-P) is found to be 1.8 x 10(-4) at pH 7.0 and 25 degrees C, which is slightly less favorable than the formation of UMPIm from UDP-glucose and Im. These equilibrium constants, when considered in the light of other data in the literature, allow the standard free energy changes for the hydrolysis of UMPIm and the analogous covalent uridylyl-enzyme intermediate to be calculated. The results show that delta G' degrees (delta G degrees (ph)(7.0)) for the hydrolyses of UMPIm and E-His(166)-UMP are -14.7 and -15.4 kcal mol(-1), respectively at pH 7.0. At pH 8.5, the corresponding values of delta G degrees (ph) (8.5) are -12.6 and -9.9 kcal mol(-1), respectively. It is concluded that noncovalent binding interactions between the active site and the UMP group of E-His(166)-UMP provide little or no stabilization in the formation of this species as an intermediate in the reaction of hexose-1-P uridylyltransferase.",Mar 1996,"A Arabshahi, F J Ruzicka, S Geeganage, P A Frey"
1022,96HIR/MAY,,10.5650/jos1996.45.761,,-,-,-,-,-,-,-,-
