,reference_code,pmid,doi,comment,Title,Date,Publisher,License,Type,Volume,Issue,Page,Authors,Language
828,82SUE/KAT,,10.1016/0304-4165(82)90178-7,,['Purification and characterization of sepiapterin reductase from rat erythrocytes'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,717,2,265-271,"T. Sueoka, S. Katoh",en
829,83BRA,,,,-,-,-,-,-,-,-,-,-,-
830,83CRA/BOS,,10.1016/0003-9861(83)90213-8,,['Steady-state kinetic properties of purified rat liver alcohol dehydrogenase: Application to predicting alcohol elimination rates in vivo'],26.11.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,224,1,299-309,"David W. Crabb, William F. Bosron, Ting-Kai Li",en
831,83HAA/KAR,18551488.0,10.1002/bit.260250715,,['The kinetics of penicillin‐V deacylation on an immobilized enzyme'],29.12.2004,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,25,7,1873-1895,"P. Haagensen, L. G. Karlsen, J. Petersen, J. Villadsen",en
832,83HON/HAR,,10.1093/oxfordjournals.pcp.a076514,,-,-,-,-,-,-,-,-,-,-
833,83KAT/SUE,6370350.0,,,-,-,-,-,-,-,-,-,-,-
834,83KHO/KAR,,,,-,-,-,-,-,-,-,-,-,-
835,83MIL/RYC,6852021.0,10.1111/j.1432-1033.1983.tb07443.x,,['The αβ‐Methylene Analogues of ADP and ATP Act as Substrates for Creatine Kinase'],3.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,133,1,169-172,"E. James MILNER‐WHITE, David S. RYCROFT",en
836,83PIL/HAN,6885800.0,10.1016/S0021-9258(17)44524-8,,['Co-purification and characterization of UDP-glucose 4-epimerase and UDP-N-acetylglucosamine 4-epimerase from porcine submaxillary glands.'],4.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,258,17,10774-10778,"F Piller, M H Hanlon, R L Hill",en
837,83SEL/MAN,6863314.0,10.1016/S0021-9258(18)32137-9,,['Reversal of the reaction catalyzed by glyoxalase I. Calculation of the equilibrium constant for the enzymatic reaction.'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,258,14,8872-8875,"S Sellin, B Mannervik",en
838,83TIL,,,,-,-,-,-,-,-,-,-,-,-
839,83VIT/HUA,6357095.0,10.1016/0003-9861(83)90339-9,,['Uridine phosphorylase from Escherichia coli B.: Kinetic studies on the mechanism of catalysis'],14.12.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,226,2,687-692,"Alberto Vita, Charles Y. Huang, Guilio Magni",en
840,83WED/BLA,16663114.0,10.1104/pp.72.4.1021,,['Physical and Kinetic Properties and Regulation of the NAD Malic Enzyme Purified from Leaves of <i>Crassula argentea</i>'],13.12.2008,Oxford University Press (OUP),http://aspb.org/publications/aspb-journals/open-articles,journal-article,72,4,1021-1028,"R. T. Wedding, M. Kay Black",en
841,83YAM/SAI,6822536.0,10.1016/S0021-9258(18)33062-X,,"['Purification and properties of NADP-dependent formate dehydrogenase from Clostridium thermoaceticum, a tungsten-selenium-iron protein.']",5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,258,3,1826-1832,"I Yamamoto, T Saiki, S M Liu, L G Ljungdahl",en
842,84ADA/UED,18551697.0,10.1002/bit.260260203,,['Kinetics of formation of maltose and isomaltose through condensation of glucose by glucoamylase'],30.12.2004,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,26,2,121-127,"Shuji Adachi, Yasuo Ueda, Kenji Hashimoto",en
843,84BER/COO,6091737.0,10.1021/bi00313a014,,-,-,-,-,-,-,-,-,-,-
844,84BLA/COC,6433972.0,10.1021/bi00306a009,,-,-,-,-,-,-,-,-,-,-
845,84DEM,,10.1016/S0021-9258(20)82109-7,,"['Pyrophosphate of high and low energy. Contributions of pH, Ca2+, Mg2+, and water to free energy of hydrolysis.']",7.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,259,10,6090-6097,L de Meis,en
846,84DEY,,10.1016/S0031-9422(00)85013-X,,['UDP-galactose 4′-epimerase from vicia faba seeds'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,23,4,729-732,Prakash M. Dey,en
847,84DIT/KUB,,10.1139/m84-214,,['Xylose metabolism in <i>Pachysolen tannophilus</i>: purification and properties of xylose reductase'],20.5.2010,Canadian Science Publishing,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining,journal-article,30,11,1330-1336,"Günther Ditzelmüller, Christian P. Kubicek, Wilfried Wöhrer, Max Röhr",en
848,84DIT/KUB2,,10.1111/j.1574-6968.1984.tb01455.x,,-,-,-,-,-,-,-,-,-,-
849,84KOL/EGG,6489933.0,10.1515/bchm2.1984.365.2.847,,-,-,-,-,-,-,-,-,-,-
850,84LLO/CHA,,,,-,-,-,-,-,-,-,-,-,-
851,84OYA/IRI,,,,-,-,-,-,-,-,-,-,-,-
852,84PAU,,,,-,-,-,-,-,-,-,-,-,-
853,84PUZ/GOR,,,,-,-,-,-,-,-,-,-,-,-
854,84RAG/LJU,6608524.0,10.1016/S0021-9258(17)43122-X,,"['Purification and properties of NAD-dependent 5,10-methylenetetrahydrofolate dehydrogenase from Acetobacterium woodii.']",4.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,259,6,3499-3503,"S W Ragsdale, L G Ljungdahl",en
855,84REK/RUM,,10.1016/0040-6031(84)85121-7,,-,-,-,-,-,-,-,-,-,-
856,84REK/RUM2,,,,-,-,-,-,-,-,-,-,-,-
857,84TEW/GOL,,10.1007/BF00647222,,['Thermodynamics of the conversion of aqueous glucose to fructose'],29.11.2004,Springer Science and Business Media LLC,http://www.springer.com/tdm,journal-article,13,8,523-547,"Y. B. Tewari, R. N. Goldberg",en
858,84UCH/TSU,6389524.0,10.1093/oxfordjournals.jbchem.a134863,,-,-,-,-,-,-,-,-,-,-
859,84WAS/DAU,6391537.0,10.1021/bi00317a015,,-,-,-,-,-,-,-,-,-,-
860,85ANS/PRI,,10.1042/bst0130362,,-,-,-,-,-,-,-,-,-,-
861,85BAD/WAL,3921052.0,10.1021/bi00327a010,,-,-,-,-,-,-,-,-,-,-
862,85BAR,16664543.0,10.1104/pp.79.4.1127,,['The Equilibrium of the Reaction Catalyzed by Sucrose Phosphate Synthase'],13.12.2008,Oxford University Press (OUP),http://aspb.org/publications/aspb-journals/open-articles,journal-article,79,4,1127-1128,George A. Barber,en
863,85COO/PRA,3966792.0,10.1016/0003-9861(85)90602-2,,['Hepatic microsomal short-chain β-hydroxyacyl-CoA dehydrase distinct from the fatty acid elongation component: Substrate specificity of the membrane-extracted enzyme'],3.11.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,236,1,26-35,"Lynda Cook, M.Renuka Prasad, Robert Vieth, Dominick L. Cinti",en
864,85DAS/BRO,4092075.0,10.1016/0301-4622(85)80068-5,,['Enthalpy of acetylcholine hydrolysis by acetylcholinesterase'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,23,1-2,105-114,"Y.T. Das, H.D. Brown, S.K. Chattopadhyay",en
865,85DEM/BEH,3004566.0,10.1021/bi00347a042,,-,-,-,-,-,-,-,-,-,-
866,85FAG/DEW,3158649.0,10.1016/S0021-9258(18)88949-9,,['Steady state kinetics of ATP synthesis and hydrolysis coupled calcium transport catalyzed by the reconstituted sarcoplasmic reticulum ATPase.'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,260,10,6147-6152,"M H Fagan, T G Dewey",en
867,85GAJ/GOL,4052575.0,10.1016/0301-4622(85)80042-9,,['Thermodynamics of the conversion of fumarate to l-(−)-malate'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,22,3,187-195,"E. Gajewski, R.N. Goldberg, D.K. Steckler",en
868,85GEU/MAY,3841060.0,10.1111/j.1432-1033.1985.tb09305.x,,['Steady‐state kinetics of skeletal muscle myosin light chain kinase indicate a strong down regulation by products'],4.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,153,2,327-334,"Ursula GEUSS, Georg W. MAYR, Ludwig M. G. HEILMEYER",en
869,85HEA/CHU,4066712.0,10.1016/S0021-9258(17)36245-2,,"['A mitochondrial NADP+-dependent reductase related to the 4-aminobutyrate shunt. Purification, characterization, and mechanism.']",18.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,260,30,16361-16366,"W G Hearl, J E Churchich",en
870,85HER/AIY,4052045.0,10.1042/bj2300043,,-,-,-,-,-,-,-,-,-,-
871,85LEE/OSU,2997186.0,10.1016/S0021-9258(17)38662-3,,['The interaction of phosphorothioate analogues of ATP with phosphomevalonate kinase. Kinetic and 31P NMR studies.'],4.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,260,26,13909-13915,"C S Lee, W J O'Sullivan",en
872,85LIE,,,,-,-,-,-,-,-,-,-,-,-
873,85MAK/KIE,,10.1002/star.19850370706,,['Glucose Isomerase and Its Behaviour under Hydrogenation Conditions'],4.11.2006,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,37,7,232-241,"M. Makkee, A. P. G. Kieboom, H. van Bekkum",en
874,85REK/SLO,,10.1016/0040-6031(85)85203-5,,-,-,-,-,-,-,-,-,-,-
875,85SRI/FIS,3994979.0,10.1021/bi00324a012,,-,-,-,-,-,-,-,-,-,-
876,85TEW/GOL,,10.1007/BF02824308,,['Thermodynamics of the conversion of aqueous glucose to fructose'],31.1.2008,Springer Science and Business Media LLC,http://www.springer.com/tdm,journal-article,11,1,17-24,"Y. B. Tewari, R. N. Goldberg",en
877,85TEW/GOL2,3931718.0,10.1016/0301-4622(85)80043-0,,"['An investigation of the equilibria between aqueous ribose, ribulose, and arabinose']",25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,22,3,197-204,"Y.B. Tewari, R.N. Goldberg",en
878,85TEW/STE,17007786.0,10.1016/0301-4622(85)80041-7,,['Thermodynamics of the conversion of aqueous xylose to xylulose'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,22,3,181-185,"Y.B. Tewari, D.K. Steckler, R.N. Goldberg",en
879,85VAN/SCH,2864395.0,10.1111/j.1471-4159.1985.tb07214.x,,['Succinic Semialdehyde as a Substrate for the Formation of γ‐Aminobutyric Acid'],5.10.2006,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,45,5,1471-1474,"F. J. van Bemmelen, M. J. Schouten, D. Fekkes, J. Bruinvels",en
880,85WIE/HIN,3933423.0,10.1016/0003-9861(85)90228-0,,['Thermodynamics of the reactions catalyzed by the multifunctional enzyme complex tryptophan synthase'],3.11.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,242,2,440-446,"Heinrich Wiesinger, Hans-Jürgen Hinz",en
881,86CAS/VEE,3826613.0,10.1016/0003-2697(86)90338-6,,"['The measurement of xylulose 5-phosphate, ribulose 5-phosphate, and combined sedoheptulose 7-phosphate and ribose 5-phosphate in liver tissue']",8.12.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,159,2,243-248,"Joseph P. Casazza, Richard L. Veech",en
882,86CAS/VEE2,3079759.0,10.1016/S0021-9258(17)36148-3,,['The interdependence of glycolytic and pentose cycle intermediates in ad libitum fed rats.'],18.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,261,2,690-698,"J P Casazza, R L Veech",en
883,86DAL/REN,,10.1016/0003-2697(86)90642-1,,"['ATP sulfurylase-dependent assays for inorganic pyrophosphate: Applications to determining the equilibrium constant and reverse direction kinetics of the pyrophosphatase reaction, magnesium binding to orthophosphate, and unknown concentrations of pyrophosphate']",10.12.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,157,2,385-395,"Lori A. Daley, Franco Renosto, Irwin H. Segel",en
884,86DEW/EMI,3741845.0,10.1021/bi00362a022,,-,-,-,-,-,-,-,-,-,-
885,86GAJ/STE,3528161.0,10.1016/S0021-9258(18)67153-4,,"[""Thermodynamics of the hydrolysis of adenosine 5'-triphosphate to adenosine 5'-diphosphate.""]",5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,261,27,12733-12737,"E Gajewski, D K Steckler, R N Goldberg",en
886,86GOL/GAJ,17007794.0,10.1016/0301-4622(86)85054-2,,['Thermodynamics of the conversion of aqueous l-aspartic acid to fumaric acid and ammonia'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,24,1,13-23,"R.N. Goldberg, E. Gajewski, D.K. Steckler, Y.B. Tewari",en
887,86GRA/ELL,,10.1016/0167-4889(86)90050-9,,['A saturation transfer phosphorus nuclear magnetic resonance study of arginine phosphokinase in the muscle of a marine mollusc'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,887,2,157-163,"R.A. Graham, W.R. Ellington, C.P. Chih",en
888,86HUB/HUR,3083779.0,10.1016/0003-9861(86)90487-x,,['Reversion reactions of β-galactosidase (Escherichia coli)'],3.11.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,246,1,411-418,"R.E. Huber, K.L. Hurlburt",en
889,86KIM/LEE,,,,-,-,-,-,-,-,-,-,-,-
890,86KON/POL,,10.1515/zna-1986-1203,,['Zur spektroskopischen Analyse von Redoxgleichgewichten am Beispiel NAD(P)H-abhängiger Dehydrogenasen'],4.2.2015,Walter de Gruyter GmbH,http://creativecommons.org/licenses/by-nc-nd/3.0/,journal-article,41,12,1352-1356,"J. Konstanczak, J. Polster",en
891,86KUP/FER,,10.1016/0167-4838(86)90316-X,,['Muscle adenylate kinase catalyzes adenosine 5′-tetraphosphate synthesis from ATP and ADP'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,869,1,107-111,"V.V. Kupriyanov, J.A. Ferretti, R.S. Balaban",en
892,86MEI/GAD,,10.1007/BF00694264,,"['The separate function ofd-lactate-, octopine-, and alanopine dehydrogenases in the foot muscle of the jumping cockleCardium tuberculatum during anaerobiosis']",29.11.2004,Springer Science and Business Media LLC,http://www.springer.com/tdm,journal-article,156,6,873-881,"Georg Meinardus-Hager, Gerd G�de",en
893,86MEY/BRO,,10.1152/ajpcell.1986.250.2.C264,,-,-,-,-,-,-,-,-,-,-
894,86NAK/KIM,3792308.0,10.1111/j.1432-1033.1986.tb10476.x,,['Kinetics and equilibrium of enzymatic synthesis of peptides in aqueous/organic biphasic systems'],4.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,161,3,541-549,"Kazuhiro NAKANISHI, Yukitaka KIMURA, Ryuichi MATSUNO",en
895,86OLI/TOI,18555380.0,10.1002/bit.260280508,,['Sugar cane bagasse as a possible source of fermentable carbohydrates. II. Optimization of the xylose isomerase reaction for isomerization of xylose as well as sugar cane bagasse hydrolyzate to xylulose in laboratory‐scale units'],27.5.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,28,5,684-699,"S. P. Olivier, P. J. du Toit",en
896,86POL/MEN,,,,-,-,-,-,-,-,-,-,-,-
897,86PRU/TEN,,10.1016/0167-4838(86)90245-1,,['Is thiocyanate peroxidation at equilibrium in vivo?'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,870,3,385-391,"Kenneth M. Pruitt, Jorma Tenovuo, Britta Mansson-Rahemtulla, Paul Harrington, David C. Baldone",en
898,86RAG/CAR,3091600.0,10.1016/S0021-9258(18)67242-4,,"[""Purification and characterization of 5'-deoxy-5'-methylthioadenosine phosphorylase from human placenta.""]",5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,261,26,12324-12329,"F Della Ragione, M Cartenì-Farina, V Gragnaniello, M I Schettino, V Zappia",en
899,86REK/SKY,,10.1016/0165-022X(86)90113-2,,['Simple industrial method for determination of activity of asparaginase and some other enzymes'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,12,4,247-249,"M.V. Rekharsky, A.Zh. Skya, S.V. Lopatnev, Yu.B. Slozhenikina, A.M. Egorov, G.L. Galchenko",en
900,86ROH/ETT,3769932.0,10.1111/j.1432-1033.1986.tb09975.x,,['Catalysis by hog‐kidney aminoacylase does not involve a covalent intermediate'],4.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,160,2,327-332,"Klaus H. RÖHM, Robert L. VAN ETTEN",en
901,86TEW/GOL,17007802.0,10.1016/0301-4622(86)85034-7,,['Thermodynamics of carbohydrate isomerization reactions'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,24,3,291-294,"Y.B. Tewari, R.N. Goldberg",en
902,87ANT,,,,-,-,-,-,-,-,-,-,-,-
903,87BED/TES,3429208.0,,,-,-,-,-,-,-,-,-,-,-
904,87BUC/MIL,2883006.0,10.1111/j.1432-1033.1987.tb11164.x,,['Equilibrium constants of several reactions involved in the fermentation of glutamate'],4.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,164,3,565-569,"Wolfgang BUCKEL, Stanley L. MILLER",en
905,87FIE/JOH,3307916.0,10.1021/bi00387a052,,-,-,-,-,-,-,-,-,-,-
906,87HSU/WED,3322196.0,10.1016/0003-9861(87)90498-X,,['Kinetic mechanism of native Escherichia coli aspartate transcarbamylase'],7.12.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,259,2,316-330,"Yuchiong Hsuanyu, Frederick C. Wedler",en
907,87KUC/MIZ,3327522.0,10.1021/bi00399a057,,-,-,-,-,-,-,-,-,-,-
908,87MIL/EST,3597405.0,10.1016/S0021-9258(18)48039-8,,"['Purification and characterization of 2,5-diketo-D-gluconate reductase from Corynebacterium sp.']",5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,262,19,9016-9020,"J V Miller, D A Estell, R A Lazarus",en
909,87MOS/FRE,3117791.0,10.1016/S0021-9258(18)48103-3,,"['The role of S-adenosylmethionine in the lysine 2,3-aminomutase reaction.']",5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,262,31,14859-14862,"M Moss, P A Frey",en
910,87OWU/TRE,,10.1016/0040-6031(87)88028-0,,-,-,-,-,-,-,-,-,-,-
911,87RAO/HAR,2958459.0,10.1016/S0021-9258(18)47906-9,,['Kinetic mechanism of Ascaris suum phosphofructokinase desensitized to allosteric modulation by diethylpyrocarbonate modification.'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,262,29,14074-14079,"G S Rao, B G Harris, P F Cook",en
912,87REK/EGO,,10.1016/0040-6031(87)88272-2,,['Thermochemistry of hydrolytic enzymatic reactions'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,112,2,151-160,"M.V. Rekharsky, A.M. Egorov, G.L. Gal'chenko",en
913,87TAV/LEE,,10.1016/0167-4838(87)90136-1,,['31P-NMR study of the orotate phosphoribosyltransferase equilibrium with thiopyrophosphate as substrate'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,913,3,279-284,"Anne Tavares, Choy Soong Lee, William J. O'Sullivan",en
914,87TEW/GAJ,,10.1021/j100288a028,,-,-,-,-,-,-,-,-,-,-
915,87WOL/REI,,10.1016/S0006-3495(88)82934-5,,['Molar enthalpy change for hydrolysis of phosphorylcreatine under conditions in muscle cells'],6.1.2009,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,54,1,97-104,"R.C. Woledge, P.J. Reilly",en
916,88BED/HAD,3384815.0,10.1016/S0021-9258(19)81556-9,,['Purification and characterization of chalcone isomerase from soybeans.'],7.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,263,20,9582-9588,"R A Bednar, J R Hadcock",en
917,88BEL/BAE,2848810.0,10.1016/S0021-9258(18)37367-8,,['Purification and characterization of phosphatidylinositol kinase from Saccharomyces cerevisiae.'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,263,35,18897-18903,"C J Belunis, M Bae-Lee, M J Kelley, G M Carman",en
918,88GAU,2844813.0,10.1016/S0021-9258(19)37602-1,,['Mutated forms of phosphoglycerate mutase in yeast affect reversal of metabolic flux. Effect of reversible and irreversible function of an enzyme on pathway reversal.'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,263,30,15400-15406,"N Gautam, N Gautan",en
919,88GUI/SNE,3076441.0,,,-,-,-,-,-,-,-,-,-,-
920,88LIM/RAI,3365378.0,10.1021/bi00404a013,,-,-,-,-,-,-,-,-,-,-
921,88MAC/FEW,3291854.0,10.1042/bj2500743,,-,-,-,-,-,-,-,-,-,-
922,88TEW/GOL,2839246.0,10.1016/0301-4622(88)85045-2,,['Thermodynamics of the conversion of penicillin G to phenylacetic acid and 6-aminopenicillanic acid'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,29,3,245-252,"Yadu B. Tewari, Robert N. Goldberg",en
923,88TEW/STE,3346215.0,10.1016/S0021-9258(18)68976-8,,['Thermodynamics of isomerization reactions involving sugar phosphates.'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,263,8,3664-3669,"Y B Tewari, D K Steckler, R N Goldberg",en
924,88TEW/STE2,3346216.0,10.1016/S0021-9258(18)68977-X,,['Thermodynamics of hydrolysis of sugar phosphates.'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,263,8,3670-3675,"Y B Tewari, D K Steckler, R N Goldberg, W L Gitomer",en
925,89AIR,,10.3891/acta.chem.scand.43-0386,,-,-,-,-,-,-,-,-,-,-
926,89BER/MUD,,10.1016/0165-022X(89)90073-0,,['A stopped-flow mixer device for a batch microcalorimeter application to NAD-NADase reaction'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,18,2,113-124,"R.L. Berger, C.P. Mudd, T. Clem, T. Kolobow, E. Beile, P.C. Simons, S. Michel, W. McClintock",en
927,89ELD/DEG,,10.1002/mrm.1910110111,,['<sup>31</sup>P NMR studies of the thermodynamics and kinetics of the creatine kinase reaction'],5.3.2007,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,11,1,121-126,"H. Eldar, H. Degani",en
928,89ELL,2543728.0,10.1242/jeb.143.1.177,,['Phosphocreatine Represents a Thermodynamic and Functional Improvement Over Other Muscle Phosphagens'],25.4.2021,The Company of Biologists,http://www.biologists.com/user-licence-1-1/,journal-article,143,1,177-194,W. Ross Ellington,en
929,89GOL/TEW,2498341.0,10.1016/S0021-9258(18)81743-4,,['A calorimetric and equilibrium investigation of the hydrolysis of lactose'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,264,17,9897-9900,"R N Goldberg, Y B Tewari",en
930,89GOL/TEW2,2722882.0,10.1016/S0021-9258(18)81744-6,,['Thermodynamics of the hydrolysis of sucrose'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,264,17,9901-9904,"R N Goldberg, Y B Tewari, J C Ahluwalia",en
931,89HAG/ROS,2537492.0,10.1073/pnas.86.4.1224,,-,-,-,-,-,-,-,-,-,-
932,89IMA,,10.1093/oxfordjournals.jbchem.a122954,,-,-,-,-,-,-,-,-,-,-
933,89JEE/SHI,,,,-,-,-,-,-,-,-,-,-,-
934,89JOH/HED,,10.1016/0141-0229(89)90018-5,,['Studies of the reversed α-mannosidase reaction in high concentrations of mannose'],4.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,11,6,347-352,"Elisabet Johansson, Lars Hedbys, Klaus Mosbach, Per-Olof Larsson, Alf Gunnarsson, Sigfrid Svensson",en
935,89JUN/JUN,2663076.0,10.1016/0005-2760(89)90232-4,,['Purification and properties of carnitine dehydratase from Escherichia coli — a new enzyme of carnitine metabolization'],7.4.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,1003,3,270-276,"Heinrich Jung, Kirsten Jung, Hans-Peter Kleber",en
936,89LEH/SIN,2494984.0,10.1042/bj2570355,,-,-,-,-,-,-,-,-,-,-
937,89LOP/COH,,10.1016/0167-4838(89)90291-4,,['Direct determination of creatine kinase equilibrium constants with creatine or cyclocreatine as substrate'],7.4.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,998,3,317-320,"Patrizia LoPresti, Mildred Cohn",en
938,89REK/SIK,,,,-,-,-,-,-,-,-,-,-,-
939,89RIZ/HAR,,10.1016/0922-338X(89)90081-0,,['A kinetic study of the NAD+-xylitol-dehydrogenase from the yeast Pichia stipitis'],12.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,67,1,25-30,"Manfred Rizzi, Katharina Harwart, Ngoc-Anh Bui-Thanh, Hanswerner Dellweg",en
940,89ROM/DEM,2722769.0,10.1016/S0021-9258(18)83123-4,,['Role of water in the energy of hydrolysis of phosphoanhydride and phosphoester bonds'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,264,14,7869-7873,"P J Romero, L de Meis",en
941,89SAN/SIN,,10.1007/BF02703521,,['Characterization of cytosolic phosphoglucoisomerase from immature wheat (Triticum aestivum L.) endosperm'],18.9.2007,Springer Science and Business Media LLC,http://www.springer.com/tdm,journal-article,14,1,47-54,"R. S. Sangwan, Randhir Singh",en
942,89SCH/GIF,2789134.0,10.1111/j.1432-1033.1989.tb14984.x,,['Purification and properties of a polyol dehydrogenase from the phototrophic bacterium <i>Rhodobacter sphaeroides</i>'],4.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,184,1,15-19,"Karl‐Heinz SCHNEIDER, Friedrich GIFFHORN",en
943,89TEW/GOL,2492994.0,10.1016/S0021-9258(19)84947-5,,['Thermodynamics of hydrolysis of disaccharides'],7.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,264,7,3966-3971,"Y B Tewari, R N Goldberg",en
944,90BHA/VIN,2271660.0,10.1021/bi00498a009,,-,-,-,-,-,-,-,-,-,-
945,90KWI/HUA,2157478.0,10.1021/bi00453a019,,-,-,-,-,-,-,-,-,-,-
946,90LIU,,,,-,-,-,-,-,-,-,-,-,-
947,90LIU/QUI,2139795.0,10.1021/bi00458a012,,-,-,-,-,-,-,-,-,-,-
948,90LUN/APR,2140258.0,10.1042/bj2670739,,-,-,-,-,-,-,-,-,-,-
949,90OCO/BUT,,10.1016/0304-5102(90)85274-L,,['Benzene boronic acid inhibition of vitamin a-bile-salt.stimulated human milk lipase interactions'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,60,2,255-265,"Charmian J. O'Connor, Paul A.G. Butler, Basma M. Yaghi",en
950,90SAN/SIN,2341161.0,,,-,-,-,-,-,-,-,-,-,-
951,91AND/KAT,,10.1021/ja00008a073,,-,-,-,-,-,-,-,-,-,-
